,Soil Moisture,Temperature, Soil Humidity,Air temperature (C),Air humidity (%),Pressure (KPa)
15794,5.0,29.0,35.0,19.88,83.71,101.01
15795,70.0,32.0,63.0,19.81,84.2,101.02
15796,49.0,6.0,30.0,19.74,84.69,101.02
15797,64.0,8.0,41.0,19.68,84.96,101.02
15798,3.0,0.0,36.0,19.62,85.22,101.02
15799,1.0,30.0,44.0,19.63,85.1,101.02
15800,69.0,14.0,46.0,19.64,84.97,101.02
15801,20.0,15.0,37.0,19.61,84.94,101.02
15802,57.0,1.0,49.0,19.58,84.92,101.03
15803,62.0,13.0,36.0,19.56,85.0,101.03
15804,73.0,8.0,24.0,19.54,85.08,101.03
15805,10.0,44.0,28.0,19.54,85.07,101.04
15806,77.0,12.0,45.0,19.55,85.07,101.04
15807,7.0,9.0,64.0,19.56,85.0,101.04
15808,29.0,25.0,42.0,19.57,84.92,101.05
15809,27.0,5.0,28.0,19.54,85.01,101.05
15810,47.0,24.0,24.0,19.51,85.1,101.05
15811,8.0,41.0,32.0,19.51,85.01,101.06
15812,32.0,34.0,57.0,19.51,84.92,101.06
15813,82.0,26.0,66.0,19.48,84.98,101.06
15814,27.0,18.0,38.0,19.45,85.03,101.07
15815,88.0,24.0,48.0,19.44,84.92,101.07
15816,62.0,23.0,57.0,19.42,84.82,101.08
15817,31.0,3.0,64.0,19.39,84.81,101.08
15818,80.0,27.0,22.0,19.36,84.8,101.08
15819,12.0,35.0,58.0,19.36,84.66,101.08
15820,10.0,7.0,44.0,19.35,84.51,101.09
15821,59.0,18.0,65.0,19.3,84.57,101.1
15822,6.0,20.0,30.0,19.25,84.63,101.11
15823,15.0,11.0,66.0,19.24,84.64,101.11
15824,60.0,19.0,59.0,19.24,84.65,101.12
15825,23.0,43.0,46.0,19.23,84.66,101.12
15826,72.0,16.0,26.0,19.27,84.3,101.12
15827,52.0,40.0,66.0,19.31,83.95,101.13
15828,24.0,7.0,42.0,19.31,83.93,101.14
15829,71.0,4.0,68.0,19.32,83.9,101.14
15830,8.0,42.0,23.0,19.3,84.02,101.14
15831,56.0,18.0,37.0,19.29,84.14,101.14
15832,36.0,18.0,45.0,19.26,84.32,101.15
15833,23.0,20.0,32.0,19.24,84.49,101.15
15834,37.0,37.0,64.0,19.22,84.6,101.15
15835,47.0,18.0,47.0,19.2,84.7,101.15
15836,46.0,1.0,54.0,19.12,85.02,101.15
15837,74.0,3.0,46.0,19.05,85.35,101.15
15838,31.0,29.0,36.0,19.03,85.68,101.16
15839,63.0,29.0,63.0,19.01,86.01,101.16
15840,70.0,2.0,20.0,19.0,86.28,101.16
15841,21.0,21.0,57.0,18.99,86.54,101.15
15842,26.0,39.0,59.0,18.99,86.82,101.15
15843,9.0,15.0,37.0,18.99,87.1,101.14
15844,11.0,3.0,36.0,18.96,87.44,101.13
15845,10.0,26.0,65.0,18.93,87.79,101.12
15846,52.0,6.0,38.0,18.86,88.2,101.12
15847,80.0,18.0,47.0,18.78,88.6,101.12
15848,8.0,39.0,60.0,18.76,88.9,101.12
15849,19.0,37.0,27.0,18.75,89.19,101.11
15850,28.0,43.0,20.0,18.74,89.44,101.1
15851,78.0,23.0,21.0,18.74,89.68,101.1
15852,16.0,31.0,63.0,18.7,90.02,101.1
15853,57.0,35.0,29.0,18.67,90.36,101.09
15854,25.0,33.0,23.0,18.63,90.78,101.08
15855,76.0,17.0,35.0,18.59,91.2,101.08
15856,27.0,37.0,28.0,18.58,91.52,101.08
15857,80.0,19.0,44.0,18.56,91.85,101.08
15858,32.0,36.0,22.0,18.52,92.22,101.07
15859,8.0,41.0,56.0,18.49,92.59,101.07
15860,17.0,7.0,36.0,18.46,93.08,101.06
15861,62.0,25.0,51.0,18.44,93.58,101.06
15862,63.0,45.0,59.0,18.44,93.7,101.06
15863,21.0,25.0,20.0,18.44,93.83,101.05
15864,83.0,34.0,50.0,18.44,94.02,101.05
15865,54.0,12.0,55.0,18.43,94.22,101.05
15866,84.0,22.0,51.0,18.38,94.61,101.04
15867,38.0,33.0,50.0,18.33,95.0,101.03
15868,70.0,4.0,66.0,18.3,95.2,101.02
15869,1.0,0.0,68.0,18.28,95.41,101.0
15870,52.0,20.0,27.0,18.28,95.38,101.0
15871,22.0,42.0,60.0,18.27,95.36,101.0
15872,41.0,9.0,24.0,18.23,95.4,101.0
15873,89.0,24.0,53.0,18.18,95.43,101.0
15874,42.0,12.0,45.0,18.16,95.71,101.0
15875,35.0,11.0,42.0,18.15,95.98,100.99
15876,19.0,41.0,25.0,18.1,95.99,100.98
15877,59.0,3.0,56.0,18.04,96.0,100.98
15878,76.0,44.0,23.0,18.02,96.0,100.98
15879,44.0,27.0,42.0,18.0,96.0,100.97
15880,53.0,14.0,61.0,18.01,96.0,100.97
15881,54.0,10.0,38.0,18.03,96.0,100.97
15882,84.0,40.0,22.0,18.04,96.0,100.97
15883,40.0,36.0,63.0,18.02,96.0,100.96
15884,10.0,10.0,41.0,18.0,96.0,100.96
15885,16.0,38.0,68.0,18.02,96.0,100.95
15886,69.0,45.0,51.0,18.05,96.0,100.94
15887,24.0,40.0,70.0,18.04,96.0,100.94
15888,78.0,22.0,29.0,18.03,96.0,100.94
15889,84.0,42.0,37.0,18.07,95.92,100.94
15890,27.0,4.0,29.0,18.1,95.84,100.93
15891,7.0,27.0,64.0,18.08,95.66,100.93
15892,2.0,35.0,24.0,18.07,95.49,100.92
15893,86.0,29.0,37.0,18.07,95.44,100.92
15894,73.0,36.0,43.0,18.07,95.39,100.91
15895,56.0,14.0,51.0,18.04,95.4,100.92
15896,17.0,12.0,43.0,18.0,95.41,100.92
15897,11.0,21.0,55.0,18.0,95.38,100.93
15898,48.0,0.0,42.0,18.01,95.36,100.93
15899,37.0,36.0,42.0,18.0,95.49,100.93
15900,63.0,1.0,45.0,17.99,95.62,100.92
15901,26.0,6.0,48.0,17.98,95.69,100.93
15902,80.0,14.0,45.0,17.96,95.76,100.93
15903,44.0,17.0,64.0,17.97,95.68,100.94
15904,63.0,23.0,41.0,17.98,95.6,100.96
15905,43.0,29.0,63.0,17.98,95.62,100.96
15906,75.0,25.0,36.0,17.98,95.65,100.95
15907,70.0,28.0,26.0,17.94,95.74,100.95
15908,12.0,13.0,58.0,17.9,95.82,100.95
15909,40.0,31.0,56.0,17.88,95.82,100.95
15910,9.0,5.0,21.0,17.86,95.83,100.95
15911,31.0,27.0,59.0,17.83,95.9,100.94
15912,82.0,13.0,43.0,17.8,95.97,100.94
15913,57.0,21.0,20.0,17.77,95.95,100.94
15914,89.0,42.0,66.0,17.75,95.93,100.94
15915,31.0,4.0,48.0,17.72,95.96,100.94
15916,11.0,25.0,22.0,17.69,96.0,100.94
15917,69.0,6.0,68.0,17.65,96.0,100.94
15918,50.0,35.0,55.0,17.6,96.0,100.94
15919,88.0,25.0,29.0,17.6,96.0,100.94
15920,25.0,25.0,67.0,17.6,96.0,100.94
15921,40.0,34.0,70.0,17.58,96.0,100.94
15922,5.0,4.0,25.0,17.56,96.0,100.95
15923,15.0,19.0,22.0,17.64,96.0,100.96
15924,30.0,11.0,54.0,17.72,95.99,100.96
15925,55.0,20.0,43.0,17.92,95.58,100.96
15926,10.0,33.0,33.0,18.13,95.18,100.97
15927,1.0,11.0,70.0,18.4,93.89,100.97
15928,49.0,40.0,65.0,18.68,92.6,100.97
15929,7.0,40.0,60.0,18.62,92.22,100.96
15930,81.0,10.0,20.0,18.55,91.84,100.96
15931,43.0,28.0,57.0,18.76,91.43,100.96
15932,74.0,6.0,32.0,18.97,91.01,100.96
15933,15.0,22.0,34.0,19.34,89.33,100.96
15934,43.0,33.0,54.0,19.72,87.64,100.96
15935,15.0,27.0,28.0,20.09,85.96,100.96
15936,33.0,29.0,62.0,20.65,83.54,100.98
15937,25.0,33.0,63.0,21.21,81.12,101.0
15938,82.0,4.0,44.0,21.64,79.44,101.0
15939,4.0,38.0,28.0,22.08,77.76,101.0
15940,57.0,3.0,59.0,22.51,76.07,101.0
15941,76.0,23.0,32.0,22.94,74.39,101.0
15942,10.0,24.0,29.0,23.43,72.04,101.0
15943,57.0,14.0,58.0,23.92,69.69,101.01
15944,50.0,8.0,23.0,24.19,68.52,101.02
15945,23.0,28.0,69.0,24.46,67.34,101.04
15946,22.0,41.0,65.0,24.84,66.1,101.05
15947,31.0,41.0,20.0,25.22,64.85,101.06
15948,11.0,0.0,22.0,26.1,62.27,101.07
15949,8.0,38.0,27.0,26.97,59.69,101.08
15950,74.0,31.0,43.0,27.24,57.98,101.09
15951,24.0,0.0,46.0,27.52,56.28,101.1
15952,17.0,20.0,67.0,27.56,55.46,101.1
15953,59.0,36.0,30.0,27.61,54.64,101.11
15954,62.0,26.0,36.0,28.24,53.14,101.11
15955,60.0,37.0,22.0,28.88,51.65,101.11
15956,5.0,23.0,37.0,29.85,49.27,101.12
15957,88.0,15.0,35.0,30.82,46.89,101.12
15958,55.0,31.0,30.0,31.0,46.0,101.12
15959,53.0,21.0,33.0,31.18,45.11,101.13
15960,63.0,3.0,29.0,31.68,43.97,101.14
15961,5.0,20.0,60.0,32.17,42.83,101.14
15962,66.0,35.0,52.0,32.77,40.82,101.14
15963,77.0,13.0,61.0,33.37,38.81,101.14
15964,75.0,26.0,44.0,33.66,37.6,101.14
15965,83.0,1.0,22.0,33.96,36.39,101.13
15966,3.0,41.0,67.0,34.25,35.17,101.12
15967,49.0,44.0,20.0,34.54,33.96,101.12
15968,35.0,18.0,21.0,35.03,33.25,101.12
15969,47.0,44.0,49.0,35.52,32.55,101.12
15970,29.0,20.0,55.0,36.1,31.71,101.12
15971,17.0,22.0,30.0,36.68,30.87,101.13
15972,67.0,28.0,47.0,36.92,29.98,101.14
15973,90.0,20.0,24.0,37.15,29.1,101.14
15974,52.0,35.0,65.0,36.96,29.28,101.14
15975,18.0,34.0,45.0,36.77,29.45,101.13
15976,55.0,37.0,47.0,37.16,29.0,101.14
15977,43.0,20.0,46.0,37.55,28.55,101.14
15978,78.0,41.0,34.0,37.49,28.7,101.14
15979,25.0,42.0,38.0,37.43,28.84,101.14
15980,34.0,45.0,56.0,37.83,28.72,101.14
15981,61.0,7.0,31.0,38.22,28.61,101.14
15982,55.0,1.0,38.0,38.8,27.84,101.15
15983,85.0,2.0,43.0,39.38,27.07,101.15
15984,31.0,45.0,21.0,39.4,26.97,101.14
15985,52.0,34.0,59.0,39.43,26.87,101.13
15986,65.0,7.0,40.0,39.96,25.72,101.13
15987,66.0,7.0,68.0,40.48,24.57,101.13
15988,13.0,7.0,38.0,40.35,24.3,101.12
15989,18.0,18.0,61.0,40.22,24.03,101.12
15990,3.0,26.0,36.0,39.86,24.9,101.12
15991,18.0,35.0,64.0,39.49,25.78,101.12
15992,64.0,39.0,57.0,39.12,26.95,101.11
15993,78.0,27.0,25.0,38.75,28.12,101.1
15994,42.0,31.0,55.0,38.37,29.28,101.09
15995,53.0,29.0,25.0,38.0,30.45,101.08
15996,86.0,15.0,61.0,38.5,29.86,101.07
15997,60.0,21.0,62.0,39.0,29.27,101.07
15998,3.0,17.0,61.0,38.47,30.14,101.06
15999,38.0,36.0,28.0,37.86,31.04,101.05
16000,4.0,10.0,64.0,37.24,31.94,101.04
16001,60.0,6.0,34.0,35.44,34.99,101.04
16002,14.0,12.0,65.0,33.64,38.04,101.04
16003,3.0,27.0,45.0,33.46,38.31,101.03
16004,90.0,29.0,41.0,33.28,38.58,101.02
16005,42.0,20.0,44.0,33.16,38.95,101.01
16006,43.0,7.0,22.0,33.05,39.32,101.0
16007,75.0,12.0,39.0,33.51,38.46,101.0
16008,74.0,27.0,40.0,33.97,37.6,100.99
16009,78.0,34.0,21.0,34.34,36.78,100.98
16010,50.0,24.0,41.0,34.72,35.96,100.97
16011,63.0,15.0,54.0,34.36,36.55,100.96
16012,36.0,22.0,25.0,34.01,37.14,100.96
16013,82.0,0.0,62.0,33.47,38.39,100.95
16014,69.0,1.0,39.0,32.92,39.63,100.94
16015,69.0,32.0,58.0,32.73,39.69,100.94
16016,33.0,24.0,48.0,32.54,39.75,100.93
16017,11.0,39.0,52.0,32.56,39.75,100.92
16018,43.0,26.0,21.0,32.59,39.75,100.91
16019,3.0,44.0,31.0,32.5,39.89,100.91
16020,61.0,30.0,66.0,32.41,40.03,100.91
16021,88.0,29.0,36.0,32.39,39.84,100.9
16022,28.0,12.0,22.0,32.37,39.66,100.89
16023,55.0,6.0,70.0,32.22,40.16,100.89
16024,80.0,14.0,38.0,32.07,40.65,100.89
16025,27.0,32.0,52.0,31.58,41.22,100.88
16026,78.0,44.0,56.0,31.09,41.8,100.88
16027,59.0,30.0,62.0,30.82,41.74,100.88
16028,18.0,18.0,34.0,30.54,41.68,100.87
16029,34.0,19.0,29.0,30.08,42.51,100.86
16030,54.0,30.0,53.0,29.61,43.34,100.86
16031,16.0,24.0,36.0,29.54,43.4,100.85
16032,86.0,3.0,38.0,29.47,43.46,100.85
16033,10.0,11.0,22.0,29.3,44.68,100.85
16034,39.0,45.0,21.0,29.13,45.89,100.85
16035,67.0,39.0,44.0,29.16,46.02,100.84
16036,33.0,36.0,43.0,29.2,46.15,100.84
16037,79.0,31.0,64.0,28.96,46.44,100.84
16038,44.0,24.0,58.0,28.72,46.74,100.84
16039,14.0,0.0,26.0,28.65,47.07,100.84
16040,77.0,21.0,50.0,28.58,47.4,100.84
16041,60.0,10.0,22.0,28.51,47.74,100.85
16042,90.0,26.0,42.0,28.44,48.07,100.85
16043,87.0,19.0,45.0,28.26,48.27,100.84
16044,2.0,35.0,59.0,28.09,48.47,100.84
16045,61.0,26.0,35.0,27.9,49.16,100.85
16046,52.0,41.0,70.0,27.7,49.86,100.86
16047,63.0,43.0,69.0,27.5,50.39,100.86
16048,59.0,32.0,44.0,27.31,50.92,100.86
16049,84.0,28.0,25.0,27.18,51.3,100.86
16050,68.0,35.0,45.0,27.05,51.69,100.86
16051,87.0,43.0,23.0,26.83,52.22,100.86
16052,13.0,42.0,68.0,26.61,52.74,100.87
16053,69.0,7.0,55.0,26.36,53.25,100.88
16054,5.0,16.0,27.0,26.11,53.76,100.88
16055,47.0,19.0,20.0,25.86,54.28,100.88
16056,30.0,1.0,26.0,25.61,54.79,100.89
16057,7.0,30.0,60.0,25.32,55.7,100.88
16058,65.0,8.0,53.0,25.02,56.6,100.88
16059,54.0,6.0,57.0,24.68,57.56,100.88
16060,1.0,37.0,23.0,24.34,58.52,100.88
16061,37.0,32.0,42.0,24.02,59.6,100.89
16062,2.0,36.0,59.0,23.71,60.67,100.9
16063,9.0,8.0,68.0,23.42,61.8,100.91
16064,30.0,44.0,64.0,23.14,62.94,100.92
16065,90.0,28.0,41.0,23.0,63.34,100.92
16066,79.0,7.0,20.0,22.86,63.75,100.92
16067,43.0,40.0,33.0,22.76,63.16,100.93
16068,26.0,45.0,23.0,22.65,62.56,100.93
16069,33.0,8.0,21.0,22.38,63.54,100.94
16070,41.0,18.0,22.0,22.12,64.51,100.95
16071,50.0,1.0,53.0,21.96,64.63,100.96
16072,67.0,25.0,36.0,21.8,64.75,100.96
16073,75.0,20.0,59.0,21.58,65.73,100.96
16074,3.0,1.0,25.0,21.37,66.71,100.95
16075,7.0,16.0,55.0,21.3,67.14,100.95
16076,82.0,1.0,48.0,21.22,67.57,100.96
16077,52.0,1.0,63.0,21.15,68.0,100.96
16078,21.0,27.0,68.0,21.03,68.71,100.98
16079,38.0,31.0,57.0,20.91,69.42,101.0
16080,78.0,15.0,69.0,20.76,70.4,101.01
16081,76.0,28.0,47.0,20.6,71.39,101.02
16082,23.0,45.0,51.0,20.53,71.94,101.02
17236,61.0,36.0,29.0,18.54,95.37,100.96
17237,74.0,2.0,43.0,18.52,95.61,100.98
17238,33.0,25.0,38.0,18.5,95.85,100.99
17239,60.0,41.0,41.0,18.47,95.92,101.0
17240,10.0,11.0,22.0,18.44,96.0,101.0
17241,71.0,40.0,46.0,18.42,96.0,101.0
17242,67.0,8.0,26.0,18.39,96.0,101.01
17243,72.0,2.0,55.0,18.37,96.0,101.01
17244,34.0,19.0,33.0,18.34,96.0,101.01
17245,70.0,29.0,38.0,18.31,96.0,101.01
17246,87.0,22.0,44.0,18.28,96.0,101.02
17247,89.0,18.0,37.0,18.25,96.0,101.02
17248,1.0,23.0,25.0,18.23,96.0,101.02
17249,71.0,28.0,63.0,18.2,96.0,101.03
17250,46.0,7.0,57.0,18.2,96.0,101.03
17251,10.0,18.0,68.0,18.2,96.0,101.03
17252,70.0,0.0,67.0,18.17,96.0,101.04
17253,84.0,37.0,38.0,18.15,96.0,101.05
17254,36.0,45.0,47.0,18.11,96.0,101.06
17255,26.0,31.0,60.0,18.07,96.0,101.06
17256,85.0,41.0,36.0,18.04,96.0,101.06
17257,19.0,6.0,69.0,18.01,96.0,101.06
17258,50.0,43.0,47.0,17.96,96.0,101.06
17259,21.0,3.0,54.0,17.91,96.0,101.07
17260,59.0,30.0,32.0,17.93,96.0,101.07
17261,14.0,26.0,50.0,17.95,96.0,101.08
17262,56.0,25.0,47.0,17.92,96.0,101.08
17263,48.0,3.0,63.0,17.9,96.0,101.09
17264,63.0,11.0,42.0,17.87,96.0,101.1
17265,70.0,16.0,54.0,17.84,96.0,101.11
17266,12.0,5.0,43.0,17.81,96.0,101.11
17267,29.0,40.0,38.0,17.79,96.0,101.11
17268,16.0,21.0,36.0,17.79,96.0,101.11
17269,78.0,21.0,59.0,17.8,96.0,101.11
17270,84.0,4.0,68.0,17.76,96.0,101.11
17271,26.0,19.0,55.0,17.73,96.0,101.11
17272,68.0,29.0,22.0,17.7,96.0,101.12
17273,24.0,35.0,53.0,17.66,96.0,101.12
17274,64.0,37.0,55.0,17.61,96.0,101.12
17275,28.0,17.0,46.0,17.56,96.0,101.11
17276,71.0,8.0,37.0,17.56,96.0,101.11
17277,88.0,21.0,56.0,17.57,96.0,101.11
17278,19.0,39.0,55.0,17.55,96.0,101.1
17279,65.0,30.0,36.0,17.53,96.0,101.1
17280,5.0,16.0,69.0,17.52,96.0,101.09
17281,68.0,8.0,68.0,17.5,96.0,101.08
17282,48.0,7.0,65.0,17.5,96.0,101.07
17283,63.0,12.0,67.0,17.5,96.0,101.07
17284,69.0,27.0,31.0,17.52,96.0,101.06
17285,22.0,22.0,24.0,17.53,96.0,101.06
17286,65.0,22.0,33.0,17.54,96.0,101.06
17287,49.0,30.0,40.0,17.54,96.0,101.05
17288,28.0,5.0,28.0,17.56,96.0,101.04
17289,88.0,21.0,69.0,17.59,96.0,101.03
17290,19.0,6.0,35.0,17.55,96.0,101.02
17291,45.0,38.0,65.0,17.5,96.0,101.02
17292,50.0,18.0,49.0,17.51,96.0,101.02
17293,72.0,25.0,47.0,17.52,96.0,101.01
17294,76.0,41.0,44.0,17.51,96.0,101.01
17295,23.0,38.0,29.0,17.51,96.0,101.01
17296,22.0,30.0,43.0,17.5,96.0,101.01
17297,4.0,8.0,43.0,17.5,96.0,101.01
17298,83.0,17.0,46.0,17.49,96.0,101.01
17299,17.0,38.0,59.0,17.49,96.0,101.0
17300,3.0,14.0,40.0,17.49,96.0,101.0
17301,2.0,22.0,30.0,17.5,96.0,101.0
17302,75.0,9.0,54.0,17.52,96.0,101.0
17303,46.0,7.0,39.0,17.55,96.0,101.0
17304,72.0,41.0,37.0,17.57,96.0,101.0
17305,24.0,40.0,34.0,17.55,96.0,100.99
17306,66.0,44.0,54.0,17.53,96.0,100.98
17307,70.0,37.0,48.0,17.58,96.0,100.98
17308,8.0,0.0,52.0,17.64,96.0,100.97
17309,86.0,40.0,55.0,17.62,96.0,100.97
17310,76.0,1.0,30.0,17.61,96.0,100.97
17311,85.0,10.0,42.0,17.6,96.0,100.96
17312,40.0,40.0,65.0,17.59,96.0,100.96
17313,70.0,30.0,59.0,17.52,96.0,100.96
17314,43.0,19.0,48.0,17.44,96.0,100.95
17315,15.0,28.0,43.0,17.42,96.0,100.94
17316,42.0,26.0,68.0,17.4,96.0,100.94
17317,44.0,7.0,55.0,17.36,96.0,100.93
17318,62.0,28.0,34.0,17.32,96.0,100.92
17319,12.0,25.0,21.0,17.3,96.0,100.92
17320,47.0,41.0,26.0,17.28,96.0,100.92
17321,78.0,10.0,46.0,17.24,96.0,100.92
17322,61.0,25.0,41.0,17.2,96.0,100.92
17323,35.0,1.0,58.0,17.16,96.0,100.92
17324,69.0,4.0,23.0,17.13,96.0,100.91
17325,75.0,16.0,44.0,17.11,96.0,100.91
17326,73.0,9.0,52.0,17.09,96.0,100.91
17327,69.0,2.0,55.0,17.02,96.0,100.91
17328,83.0,26.0,33.0,16.96,96.0,100.91
17329,43.0,1.0,20.0,16.91,96.0,100.9
17330,75.0,8.0,22.0,16.86,96.0,100.9
17331,72.0,0.0,21.0,16.79,96.0,100.9
17332,7.0,14.0,37.0,16.72,96.0,100.89
17333,34.0,11.0,43.0,16.75,96.0,100.89
17334,62.0,28.0,22.0,16.78,96.0,100.89
17335,47.0,31.0,53.0,16.77,96.0,100.9
17336,89.0,30.0,40.0,16.76,96.0,100.9
17337,45.0,34.0,57.0,16.74,96.0,100.9
17338,69.0,4.0,55.0,16.73,96.0,100.9
17339,39.0,19.0,67.0,16.72,96.0,100.91
17340,43.0,1.0,29.0,16.7,96.0,100.91
17341,88.0,6.0,69.0,16.75,96.0,100.91
17342,4.0,32.0,46.0,16.8,96.0,100.91
17343,26.0,32.0,52.0,16.76,96.0,100.92
17344,44.0,21.0,41.0,16.71,96.0,100.92
17345,19.0,13.0,58.0,16.71,96.0,100.92
17346,13.0,9.0,30.0,16.71,96.0,100.93
17347,90.0,21.0,69.0,16.71,96.0,100.93
17348,36.0,14.0,65.0,16.66,96.0,100.94
17349,35.0,32.0,37.0,16.62,96.0,100.95
17350,13.0,13.0,22.0,16.59,96.0,100.96
17351,84.0,36.0,20.0,16.56,96.0,100.96
17352,89.0,32.0,37.0,16.62,96.0,100.96
17353,13.0,26.0,53.0,16.69,96.0,100.96
17354,28.0,29.0,38.0,16.72,96.0,100.96
17355,18.0,19.0,50.0,16.75,96.0,100.96
17356,55.0,16.0,38.0,16.75,96.0,100.96
17357,54.0,7.0,26.0,16.76,96.0,100.97
17358,11.0,8.0,52.0,16.76,96.0,100.97
17359,56.0,40.0,59.0,16.77,96.0,100.97
17360,9.0,37.0,22.0,16.77,96.0,100.98
17361,75.0,31.0,70.0,16.77,96.0,100.98
17362,12.0,31.0,31.0,16.78,96.0,100.98
17363,37.0,42.0,63.0,16.78,96.0,100.98
17364,51.0,4.0,68.0,16.79,96.0,100.99
17365,46.0,22.0,44.0,16.79,96.0,100.99
17366,76.0,39.0,22.0,17.0,96.0,101.0
17367,89.0,0.0,67.0,17.22,96.0,101.0
17368,81.0,39.0,35.0,17.72,96.0,101.0
17369,45.0,34.0,34.0,18.21,96.0,101.01
17370,18.0,11.0,28.0,18.72,95.84,101.02
17371,10.0,38.0,37.0,19.23,95.68,101.02
17372,65.0,35.0,30.0,19.81,92.64,101.02
17373,45.0,44.0,36.0,20.4,89.59,101.02
17374,75.0,32.0,46.0,20.96,86.38,101.03
17375,23.0,23.0,27.0,21.51,83.18,101.04
17376,69.0,15.0,62.0,21.93,81.16,101.04
17377,51.0,32.0,61.0,22.35,79.13,101.05
17378,58.0,44.0,38.0,22.89,76.71,101.06
17379,52.0,26.0,25.0,23.43,74.29,101.06
17380,79.0,17.0,51.0,23.83,72.22,101.06
17381,9.0,29.0,64.0,24.23,70.14,101.06
17382,80.0,4.0,33.0,24.7,67.89,101.07
17383,26.0,45.0,62.0,25.18,65.64,101.08
17384,82.0,2.0,69.0,25.83,62.84,101.08
17385,5.0,16.0,57.0,26.48,60.03,101.09
17386,15.0,15.0,35.0,27.01,57.58,101.1
17387,77.0,45.0,31.0,27.54,55.14,101.11
17388,6.0,16.0,47.0,27.76,53.6,101.12
17389,65.0,38.0,40.0,27.98,52.05,101.13
17390,39.0,2.0,48.0,28.37,50.12,101.13
17391,30.0,19.0,22.0,28.76,48.18,101.13
17392,3.0,41.0,22.0,29.14,46.5,101.13
17393,41.0,8.0,22.0,29.52,44.82,101.13
17394,24.0,40.0,60.0,29.42,44.22,101.14
17395,61.0,39.0,20.0,29.32,43.61,101.14
17396,81.0,43.0,21.0,29.58,42.88,101.15
17397,49.0,32.0,26.0,29.84,42.16,101.15
17398,34.0,13.0,65.0,30.68,40.8,101.16
17399,30.0,29.0,67.0,31.53,39.43,101.16
17400,88.0,15.0,70.0,32.17,37.06,101.16
17401,13.0,21.0,22.0,32.82,34.7,101.16
17402,76.0,16.0,41.0,32.58,34.14,101.16
17403,38.0,5.0,68.0,32.34,33.58,101.17
17404,65.0,22.0,56.0,33.1,31.75,101.17
17405,8.0,12.0,68.0,33.86,29.92,101.17
17406,48.0,17.0,36.0,34.2,29.38,101.17
17407,80.0,7.0,65.0,34.53,28.84,101.17
17408,72.0,19.0,33.0,34.54,27.94,101.16
17409,74.0,25.0,50.0,34.56,27.04,101.16
17410,52.0,29.0,60.0,34.82,26.38,101.16
17411,88.0,30.0,42.0,35.07,25.71,101.15
17412,58.0,2.0,69.0,35.75,24.94,101.15
17413,46.0,43.0,29.0,36.43,24.17,101.15
17414,83.0,21.0,21.0,36.41,23.76,101.16
17415,65.0,34.0,22.0,36.39,23.36,101.16
17416,18.0,34.0,46.0,36.34,23.66,101.16
17417,18.0,22.0,28.0,36.3,23.97,101.16
17418,16.0,45.0,39.0,37.11,23.17,101.15
17419,77.0,40.0,62.0,37.93,22.38,101.14
17420,85.0,31.0,27.0,38.08,21.86,101.14
17421,79.0,41.0,31.0,38.23,21.35,101.14
17422,1.0,34.0,53.0,38.33,21.57,101.14
17423,1.0,24.0,42.0,38.43,21.79,101.14
17424,58.0,21.0,55.0,38.5,21.36,101.14
17425,87.0,6.0,31.0,38.56,20.94,101.13
17426,40.0,31.0,24.0,38.8,20.3,101.13
17427,53.0,39.0,53.0,39.05,19.66,101.13
17428,68.0,31.0,43.0,39.35,18.84,101.13
17429,41.0,21.0,39.0,39.65,18.01,101.13
17430,55.0,32.0,30.0,39.54,17.51,101.12
17431,52.0,14.0,43.0,39.44,17.01,101.12
17432,41.0,39.0,62.0,39.64,16.6,101.12
17433,7.0,21.0,44.0,39.84,16.19,101.11
17434,15.0,20.0,70.0,40.22,15.78,101.1
17435,61.0,35.0,51.0,40.61,15.37,101.09
17436,44.0,44.0,26.0,40.86,15.12,101.08
17437,9.0,6.0,29.0,41.1,14.88,101.06
17438,47.0,41.0,52.0,40.42,14.88,101.06
17439,46.0,40.0,49.0,39.75,14.87,101.05
17440,80.0,4.0,34.0,38.85,14.7,101.04
17441,17.0,39.0,65.0,37.95,14.52,101.03
17442,37.0,43.0,21.0,38.48,13.86,101.02
17443,31.0,39.0,35.0,39.02,13.2,101.02
17444,33.0,23.0,41.0,38.26,12.5,101.01
17445,38.0,45.0,43.0,37.51,11.81,101.0
17446,2.0,28.0,55.0,37.86,11.32,100.99
17447,9.0,12.0,31.0,38.21,10.83,100.98
17448,33.0,21.0,42.0,38.93,10.21,100.98
17449,44.0,27.0,32.0,39.65,9.59,100.97
17450,79.0,41.0,49.0,39.84,9.8,100.96
17451,64.0,21.0,60.0,40.04,10.01,100.96
17452,80.0,14.0,35.0,39.74,10.02,100.94
17453,39.0,4.0,41.0,39.43,10.02,100.93
17454,61.0,34.0,23.0,38.77,15.22,100.93
17455,38.0,30.0,65.0,38.11,20.41,100.93
17456,43.0,1.0,43.0,37.78,23.51,100.93
17457,19.0,15.0,27.0,37.46,26.6,100.93
17458,40.0,23.0,28.0,36.94,27.2,100.92
17459,12.0,16.0,65.0,36.43,27.8,100.91
17460,75.0,15.0,26.0,35.89,28.78,100.91
17461,14.0,10.0,42.0,35.36,29.77,100.91
17462,29.0,28.0,42.0,34.75,31.26,100.9
